year,name,total_units,units_1,units_2,units_3_4,units_5_more,structures_units_5_more,note
2004,"Wheeling, WV-OH",141,100,2,15,24,2,NA
2004,"Wichita Falls, TX",327,319,4,4,0,0,NA
2004,"Wichita, KS",3106,2942,146,0,18,3,NA
2004,"Williamsport, PA",349,269,2,8,70,4,NA
2004,"Wilmington, NC",8332,6861,184,95,1192,91,"Metropolitan areas where all permit offices are
    requested to report monthly."
2004,"Winchester, VA-WV",1394,1309,0,0,85,8,NA
2004,"Winston-Salem, NC",3949,3282,0,15,652,25,NA
2004,"Worcester, MA",3692,3356,38,133,165,7,NA
2004,"Yakima, WA",939,759,100,3,77,4,NA
2004,"York-Hanover, PA",3087,2899,26,14,148,18,NA
2004,"Youngstown-Warren-Boardman, OH-PA",1656,1430,106,72,48,8,NA
2004,"Yuba City-Marysville, CA",3046,3021,8,0,17,3,NA
2004,"Yuma, AZ",2700,2533,0,0,167,15,NA
2005,"Abilene, TX",346,310,22,0,14,1,NA
2005,"Akron, OH",2724,2310,98,105,211,14,NA
2005,"Albany, GA",751,689,22,32,8,1,NA
2005,"Albany-Schenectady-Troy, NY",3639,2284,10,51,1294,113,NA
2005,"Albuquerque, NM",7038,6712,0,53,273,10,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Alexandria, LA",710,708,2,0,0,0,NA
2005,"Allentown-Bethlehem-Easton, PA-NJ",4848,4319,46,80,403,27,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Altoona, PA",180,176,0,4,0,0,NA
2005,"Amarillo, TX",1177,863,0,20,294,13,NA
2005,"Ames, IA",946,381,4,0,561,31,NA
2005,"Anchorage, AK",1899,859,400,200,440,33,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Anderson, IN",569,527,0,0,42,1,NA
2005,"Anderson, SC",1931,1415,38,12,466,28,NA
2005,"Ann Arbor, MI",1676,1441,8,0,227,29,NA
2005,"Anniston-Oxford, AL",266,258,0,8,0,0,NA
2005,"Appleton, WI",1484,1148,90,3,243,11,NA
2005,"Asheville, NC",4239,3446,78,63,652,52,NA
2005,"Athens-Clarke County, GA",1996,1719,74,39,164,10,NA
2005,"Atlanta-Sandy Springs-Marietta, GA",72861,61558,160,140,11003,276,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Atlantic City, NJ",2002,1839,22,21,120,5,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Auburn-Opelika, AL",1766,1413,50,8,295,26,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Augusta-Richmond County, GA-SC",3892,3785,18,0,89,1,NA
2005,"Austin-Round Rock, TX",23241,17346,538,96,5261,260,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Bakersfield, CA",8857,7666,124,430,637,62,NA
2005,"Baltimore-Towson, MD",11327,8386,56,27,2858,168,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Bangor, ME",996,737,14,101,144,12,NA
2005,"Barnstable Town, MA",1388,1152,8,40,188,16,NA
2005,"Baton Rouge, LA",6214,5426,20,52,716,69,NA
2005,"Battle Creek, MI",406,330,0,0,76,4,NA
2005,"Bay City, MI",300,300,0,0,0,0,NA
2005,"Beaumont-Port Arthur, TX",1200,808,0,3,389,22,NA
2005,"Bellingham, WA",2556,1698,44,141,673,29,NA
2005,"Bend, OR",4460,3893,152,81,334,11,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Billings, MT",669,595,4,36,34,5,NA
2005,"Binghamton, NY",283,267,4,0,12,1,NA
2005,"Birmingham-Hoover, AL",7668,6873,4,70,721,47,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Bismarck, ND",742,641,14,47,40,5,NA
2005,"Blacksburg-Christiansburg-Radford, VA",686,593,0,4,89,9,NA
2005,"Bloomington, IN",1028,843,16,8,161,12,NA
2005,"Bloomington-Normal, IL",885,723,2,17,143,13,NA
2005,"Boise City-Nampa, ID",11549,10948,166,367,68,4,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Boston-Cambridge-Quincy, MA-NH",17442,8318,792,420,7912,346,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Boulder, CO",1141,816,8,120,197,21,NA
2005,"Bowling Green, KY",1385,1250,26,20,89,8,NA
2005,"Bremerton-Silverdale, WA",1611,1300,20,3,288,10,NA
2005,"Bridgeport-Stamford-Norwalk, CT",3119,2054,38,20,1007,33,NA
2005,"Brownsville-Harlingen, TX",3694,3069,86,253,286,32,NA
2005,"Brunswick, GA",1277,1197,0,0,80,3,NA
2005,"Buffalo-Niagara Falls, NY",2096,1690,34,64,308,24,NA
2005,"Burlington, NC",1484,1480,0,4,0,0,NA
2005,"Burlington-South Burlington, VT",864,668,62,53,81,13,NA
2005,"Canton-Massillon, OH",1409,1257,10,40,102,14,NA
2005,"Cape Coral-Fort Myers, FL",29330,22211,68,154,6897,530,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Carson City, NV",190,110,4,4,72,4,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Casper, WY",444,444,0,0,0,0,NA
2005,"Cedar Rapids, IA",1732,1098,54,280,300,13,NA
2005,"Champaign-Urbana, IL",2178,1295,18,35,830,41,NA
2005,"Charleston, WV",665,517,2,0,146,9,NA
2005,"Charleston-North Charleston, SC",10818,8084,156,129,2449,155,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Charlotte-Gastonia-Concord, NC-SC",22027,19233,100,117,2577,139,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Charlottesville, VA",2029,1576,22,17,414,21,NA
2005,"Chattanooga, TN-GA",3798,3330,74,65,329,37,NA
2005,"Cheyenne, WY",872,696,0,44,132,13,NA
2005,"Chicago-Naperville-Joliet, IL-IN-WI NA",53908,37470,940,2891,12607,682,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Chico, CA",1693,1493,98,96,6,1,NA
2005,"Cincinnati-Middletown, OH-KY-IN",12917,10691,124,337,1765,154,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Clarksville, TN-KY",2768,1971,36,194,567,54,NA
2005,"Cleveland, TN",826,758,38,30,0,0,NA
2005,"Cleveland-Elyria-Mentor, OH",6438,5875,122,223,218,33,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Coeur dAlene, ID",2688,2288,66,51,283,32,NA
2005,"College Station-Bryan, TX",1636,815,52,137,632,51,NA
2005,"Colorado Springs, CO",6983,6451,98,54,380,34,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Columbia, MO",2329,1612,310,28,379,37,NA
2005,"Columbia, SC",7430,6651,18,22,739,40,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Columbus, GA-AL",2245,1823,4,47,371,37,NA
2005,"Columbus, IN",292,292,0,0,0,0,NA
2005,"Columbus, OH",12263,8799,208,1146,2110,240,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Corpus Christi, TX",2613,2141,84,62,326,21,NA
2005,"Corvallis, OR",496,320,14,0,162,10,NA
2005,"Cumberland, MD-WV",245,235,4,0,6,1,NA
2005,"Dallas-Fort Worth-Arlington, TX",59895,49489,442,152,9812,509,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Dalton, GA",1037,852,20,46,119,17,NA
2005,"Danville, IL",45,45,0,0,0,0,NA
2005,"Danville, VA",310,283,0,12,15,3,NA
2005,"Davenport-Moline-Rock Island,  IA-IL NA",1477,1038,26,40,373,12,NA
2005,"Dayton, OH",3155,2727,64,36,328,22,NA
2005,"Decatur, AL",400,400,0,0,0,0,NA
2005,"Decatur, IL",306,226,16,4,60,1,NA
2005,"Deltona-Daytona Beach-Ormond Beach, FL",6884,5068,8,48,1760,102,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Denver-Aurora, CO",20849,17745,160,188,2756,186,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Des Moines-West Des Moines, IA",6300,5182,10,15,1093,46,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Detroit-Warren-Livonia, MI",16392,13631,130,317,2314,180,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Dothan, AL",701,589,0,8,104,13,NA
2005,"Dover, DE",2182,1946,2,52,182,10,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Dubuque, IA",560,427,46,41,46,3,NA
2005,"Duluth, MN-WI",1477,1165,40,32,240,30,NA
2005,"Durham, NC",4393,4177,50,12,154,21,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Eau Claire, WI",970,708,94,50,118,11,NA
2005,"El Centro, CA",2191,1940,8,33,210,22,NA
2005,"El Paso, TX",5405,4333,12,231,829,119,NA
2005,"Elizabethtown, KY",1325,996,34,208,87,10,NA
2005,"Elkhart-Goshen, IN",1024,1014,0,4,6,1,NA
2005,"Elmira, NY",107,107,0,0,0,0,NA
2005,"Erie, PA",724,530,34,7,153,11,NA
2005,"Eugene-Springfield, OR",2356,1537,126,141,552,25,NA
2005,"Evansville, IN-KY",2138,1423,26,60,629,61,NA
2005,"Fairbanks, AK",182,152,22,8,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Fargo, ND-MN",2720,1465,12,56,1187,38,NA
2005,"Farmington, NM",439,429,2,8,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Fayetteville, NC",4325,2935,4,23,1363,92,NA
2005,"Fayetteville-Springdale-Rogers, AR-MO",7593,5264,446,96,1787,141,NA
2005,"Flagstaff, AZ",1080,800,6,7,267,16,NA
2005,"Flint, MI",1854,1756,6,4,88,4,NA
2005,"Florence, SC",906,906,0,0,0,0,NA
2005,"Florence-Muscle Shoals, AL",326,277,14,3,32,4,NA
2005,"Fond du Lac, WI",618,398,22,16,182,11,NA
2005,"Fort Collins-Loveland, CO",2887,2271,42,84,490,42,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Fort Smith, AR-OK",1051,784,168,20,79,7,NA
2005,"Fort Walton Beach-Crestview-Destin, FL",3720,1768,6,12,1934,51,NA
2005,"Fort Wayne, IN",2541,2056,44,11,430,47,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Fresno, CA",7400,5865,96,101,1338,150,NA
2005,"Gadsden, AL",399,337,0,40,22,1,NA
2005,"Gainesville, FL",2395,1448,4,52,891,59,NA
2005,"Gainesville, GA",2204,2094,10,4,96,3,NA
2005,"Glens Falls, NY",1182,708,2,35,437,47,NA
2005,"Goldsboro, NC",607,603,4,0,0,0,NA
2005,"Grand Forks, ND-MN",647,335,32,12,268,9,NA
2005,"Grand Junction, CO",1505,1471,22,0,12,2,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Grand Rapids-Wyoming, MI",3887,3512,34,27,314,30,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Great Falls, MT",316,272,16,10,18,1,NA
2005,"Greeley, CO",4279,4100,20,21,138,10,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Green Bay, WI",2607,1924,78,27,578,44,NA
2005,"Greensboro-High Point, NC",6290,5220,54,16,1000,70,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Greenville, NC",2577,1422,178,0,977,68,NA
2005,"Greenville, SC",5062,4983,16,0,63,5,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Gulfport-Biloxi, MS",2024,1521,44,31,428,35,NA
2005,"Hagerstown-Martinsburg, MD-WV",4137,3570,188,10,369,39,NA
2005,"Hanford-Corcoran, CA",1103,1068,28,7,0,0,NA
2005,"Harrisburg-Carlisle, PA",2704,2328,30,15,331,41,NA
2005,"Harrisonburg, VA",1198,1152,34,0,12,1,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Hartford-West Hartford-East Hartford, CT",4036,2902,96,27,1011,63,NA
2005,"Hattiesburg, MS",241,181,0,4,56,7,NA
2005,"Hickory-Lenoir-Morganton, NC",1626,1491,30,0,105,8,NA
2005,"Hinesville-Fort Stewart, GA",337,335,2,0,0,0,NA
2005,"Holland-Grand Haven, MI",1939,1696,24,31,188,18,NA
2005,"Honolulu, HI",3988,2079,0,160,1749,100,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Hot Springs, AR",159,159,0,0,0,0,NA
2005,"Houma-Bayou Cane-Thibodaux, LA",947,942,0,0,5,1,NA
2005,"Houston-Sugar Land-Baytown, TX",62125,51205,310,142,10468,523,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Huntington-Ashland, WV-KY-OH",616,272,8,20,316,14,NA
2005,"Huntsville, AL",3441,3423,0,12,6,1,NA
2005,"Idaho Falls, ID",1914,1466,26,302,120,5,NA
2005,"Indianapolis-Carmel, IN",15619,12533,334,365,2387,182,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Iowa City, IA",1288,931,40,30,287,20,NA
2005,"Ithaca, NY",340,224,14,0,102,13,NA
2005,"Jackson, MI",897,669,4,0,224,14,NA
2005,"Jackson, MS",3531,3489,6,36,0,0,NA
2005,"Jackson, TN",739,737,2,0,0,0,NA
2005,"Jacksonville, FL",25088,18610,84,208,6186,376,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Jacksonville, NC",1818,1658,56,16,88,8,NA
2005,"Janesville, WI",996,676,40,41,239,17,NA
2005,"Jefferson City, MO",574,512,6,19,37,2,NA
2005,"Johnson City, TN",1265,946,16,44,259,25,NA
2005,"Johnstown, PA",246,238,8,0,0,0,NA
2005,"Jonesboro, AR",610,571,2,29,8,1,NA
2005,"Joplin, MO",706,582,46,28,50,5,NA
2005,"Kalamazoo-Portage, MI",1610,1541,6,22,41,6,NA
2005,"Kankakee-Bradley, IL",827,725,28,0,74,10,NA
2005,"Kansas City, MO-KS",15218,12118,528,749,1823,109,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Kennewick-Richland-Pasco, WA",2450,2164,16,168,102,8,NA
2005,"Killeen-Temple-Fort Hood, TX",4232,3405,270,309,248,13,NA
2005,"Kingsport-Bristol-Bristol, TN-VA",1395,1162,26,20,187,13,NA
2005,"Kingston, NY",910,767,16,13,114,11,NA
2005,"Knoxville, TN",5757,5243,52,79,383,32,NA
2005,"Kokomo, IN",358,322,12,0,24,1,NA
2005,"La Crosse, WI-MN",610,529,42,11,28,3,NA
2005,"Lafayette, IN",1079,1048,12,11,8,1,NA
2005,"Lafayette, LA",1817,1809,0,8,0,0,NA
2005,"Lake Charles, LA",918,732,22,3,161,5,NA
2005,"Lakeland, FL",13179,11980,186,106,907,58,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Lancaster, PA",2040,1812,58,88,82,11,NA
2005,"Lansing-East Lansing, MI",2121,1596,16,15,494,43,NA
2005,"Laredo, TX",2176,1886,12,61,217,17,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Las Cruces, NM",2511,2211,8,36,256,16,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Las Vegas-Paradise, NV",39237,30479,96,1155,7507,348,"Metropolitan areas where all permit offices are
    requested to report monthly."
2005,"Lawrence, KS",697,508,62,23,104,10,NA
2005,"Lawton, OK",635,315,14,0,306,2,NA
2005,"Lebanon, PA",845,706,4,0,135,4,NA
2005,"Lewiston, ID-WA",277,253,24,0,0,0,NA
2005,"Lewiston-Auburn, ME",521,486,24,3,8,1,NA
2005,"Lexington-Fayette, KY",5007,4315,22,32,638,32,NA
2005,"Lima, OH",320,267,2,3,48,1,NA
2005,"Lincoln, NE",1780,1545,36,4,195,26,NA
2005,"Little Rock-North Little Rock, AR",5748,4196,50,23,1479,103,NA
